path[POSIX]	Subject	Experiment	Date	Time	Run	size[bytes]	checksum[md5]	url
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S09_INTEXT01_180328_1134_2_c,rfDC,meeg,ar-raw.fif	S09	INTEXT01-AR	2018-03-28	11:34	2.0	342615547	f1a6f7ad332a14feb3b2393555f20202	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S09_INTEXT01_180328_1134_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S42_INTEXT01_190521_1416_1_c,rfDC,meeg,ar-raw.fif	S42	INTEXT01-AR	2019-05-21	14:16	1.0	545857097	b69780f1605cb4e62c9ef3b267c39b20	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S42_INTEXT01_190521_1416_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S07_INTEXT01_180314_1005_5_c,rfDC,meeg,ar-raw.fif	S07	INTEXT01-AR	2018-03-14	10:05	5.0	538696673	810f683b4430c48d7f3872a0168991d1	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S07_INTEXT01_180314_1005_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S01_INTEXT01_180118_0953_6_c,rfDC,meeg,ar-raw.fif	S01	INTEXT01-AR	2018-01-18	09:53	6.0	541160237	672ae6168de95220dfa266d77774e9be	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S01_INTEXT01_180118_0953_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S17_INTEXT01_181024_1106_2_c,rfDC,meeg,ar-raw.fif	S17	INTEXT01-AR	2018-10-24	11:06	2.0	353028763	61e9fd0559461d85937c47264ec5949f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S17_INTEXT01_181024_1106_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S07_INTEXT01_180314_1005_7_c,rfDC,meeg,ar-raw.fif	S07	INTEXT01-AR	2018-03-14	10:05	7.0	535754713	7f0b8104676ea773e5261f073c8dd5b7	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S07_INTEXT01_180314_1005_7_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S22_INTEXT01_181126_1037_6_c,rfDC,meeg,ar-raw.fif	S22	INTEXT01-AR	2018-11-26	10:37	6.0	533493269	011cd552af79b9f576d3d4f802bdfdea	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S22_INTEXT01_181126_1037_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S30_INTEXT01_190124_1409_3_c,rfDC,meeg,ar-raw.fif	S30	INTEXT01-AR	2019-01-24	14:09	3.0	534522517	39b94e10e66c78cc108b6506e8bad774	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S30_INTEXT01_190124_1409_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S17_INTEXT01_181024_0958_2_c,rfDC,meeg,ar-raw.fif	S17	INTEXT01-AR	2018-10-24	09:58	2.0	530413213	f4c6b1fa356d380fd5b3175778eea693	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S17_INTEXT01_181024_0958_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S22_INTEXT01_181126_1037_3_c,rfDC,meeg,ar-raw.fif	S22	INTEXT01-AR	2018-11-26	10:37	3.0	539360509	b41a822d1ebe1ff092ed2d6ea643e841	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S22_INTEXT01_181126_1037_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S33_INTEXT01_190320_1446_3_c,rfDC,meeg,ar-raw.fif	S33	INTEXT01-AR	2019-03-20	14:46	3.0	345124727	855348d78d39870e2b1df347836b2822	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S33_INTEXT01_190320_1446_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S32_INTEXT01_190227_0952_2_c,rfDC,meeg,ar-raw.fif	S32	INTEXT01-AR	2019-02-27	09:52	2.0	536953313	903443e7082e1465a4d87d07dd230fe5	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S32_INTEXT01_190227_0952_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S37_INTEXT01_190405_0957_4_c,rfDC,meeg,ar-raw.fif	S37	INTEXT01-AR	2019-04-05	09:57	4.0	525066521	083e1bf474d180dcc0c5589442be1283	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S37_INTEXT01_190405_0957_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S05_INTEXT01_180305_1014_6_c,rfDC,meeg,ar-raw.fif	S05	INTEXT01-AR	2018-03-05	10:14	6.0	539603453	78d5f8bbf41f8318b262af1ea15e999d	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S05_INTEXT01_180305_1014_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S23_INTEXT01_181127_1002_7_c,rfDC,meeg,ar-raw.fif	S23	INTEXT01-AR	2018-11-27	10:02	7.0	522762217	330048553a3699832be14e421df2f4e9	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S23_INTEXT01_181127_1002_7_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S21_INTEXT01_181121_1009_4_c,rfDC,meeg,ar-raw.fif	S21	INTEXT01-AR	2018-11-21	10:09	4.0	525465381	6454b642d990f1db1d9497830948279a	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S21_INTEXT01_181121_1009_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S34_INTEXT01_190327_1100_1_c,rfDC,meeg,ar-raw.fif	S34	INTEXT01-AR	2019-03-27	11:00	1.0	344563203	ee24241f5ca6d2fdf01f4d478aaf0d54	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S34_INTEXT01_190327_1100_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S08_INTEXT01_180321_1104_2_c,rfDC,meeg,ar-raw.fif	S08	INTEXT01-AR	2018-03-21	11:04	2.0	341485011	80b38a385ad2abd6c574d6b86c4f332f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S08_INTEXT01_180321_1104_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S38_INTEXT01_190412_1001_2_c,rfDC,meeg,ar-raw.fif	S38	INTEXT01-AR	2019-04-12	10:01	2.0	531387717	03049ffd799ff95d6796c08ab4320212	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S38_INTEXT01_190412_1001_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S06_INTEXT01_180313_1640_6_c,rfDC,meeg,ar-raw.fif	S06	INTEXT01-AR	2018-03-13	16:40	6.0	525474945	cbc058baabbea0d355a7f434e97f7f0b	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S06_INTEXT01_180313_1640_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S33_INTEXT01_190320_1337_3_c,rfDC,meeg,ar-raw.fif	S33	INTEXT01-AR	2019-03-20	13:37	3.0	543594117	37eea3af6a6f0cac0ce2b3f437561afe	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S33_INTEXT01_190320_1337_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S40_INTEXT01_190507_1519_2_c,rfDC,meeg,ar-raw.fif	S40	INTEXT01-AR	2019-05-07	15:19	2.0	344773291	35a8638a41109db101d08a236b771b6a	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S40_INTEXT01_190507_1519_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S05_INTEXT01_180305_1014_3_c,rfDC,meeg,ar-raw.fif	S05	INTEXT01-AR	2018-03-05	10:14	3.0	535505197	c13823a24172cd95370c3688646cd799	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S05_INTEXT01_180305_1014_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S06_INTEXT01_180313_1640_2_c,rfDC,meeg,ar-raw.fif	S06	INTEXT01-AR	2018-03-13	16:40	2.0	533480101	1c6785c02ea34211b576d29966bf219c	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S06_INTEXT01_180313_1640_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S42_INTEXT01_190521_1416_6_c,rfDC,meeg,ar-raw.fif	S42	INTEXT01-AR	2019-05-21	14:16	6.0	539516109	072078a82015fa94c5073148b3049b9c	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S42_INTEXT01_190521_1416_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S05_INTEXT01_180305_1125_1_c,rfDC,meeg,ar-raw.fif	S05	INTEXT01-AR	2018-03-05	11:25	1.0	341337239	60622e203d04d3a8121b6ed08a3e201c	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S05_INTEXT01_180305_1125_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S38_INTEXT01_190412_1001_1_c,rfDC,meeg,ar-raw.fif	S38	INTEXT01-AR	2019-04-12	10:01	1.0	531158925	73ffd9d5a1cc08a227d2c77ab4cf11c2	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S38_INTEXT01_190412_1001_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S12_INTEXT01_180418_1010_5_c,rfDC,meeg,ar-raw.fif	S12	INTEXT01-AR	2018-04-18	10:10	5.0	539075849	16c9504a750f81994998829e74087177	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S12_INTEXT01_180418_1010_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S43_INTEXT01_190517_1111_2_c,rfDC,meeg,ar-raw.fif	S43	INTEXT01-AR	2019-05-17	11:11	2.0	343754159	5bf801e82a323b71a2081a8803b344f0	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S43_INTEXT01_190517_1111_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S37_INTEXT01_190405_1102_1_c,rfDC,meeg,ar-raw.fif	S37	INTEXT01-AR	2019-04-05	11:02	1.0	347959591	137b1aa2842c640b4350b96247b7042c	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S37_INTEXT01_190405_1102_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S28_INTEXT01_190121_1030_5_c,rfDC,meeg,ar-raw.fif	S28	INTEXT01-AR	2019-01-21	10:30	5.0	546680165	7f7c6a25a37c49e9042be491860d91c8	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S28_INTEXT01_190121_1030_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S41_INTEXT01_190508_1355_5_c,rfDC,meeg,ar-raw.fif	S41	INTEXT01-AR	2019-05-08	13:55	5.0	527974869	fc66f3904fb5284f05a9b673d6050857	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S41_INTEXT01_190508_1355_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S03_INTEXT01_180201_0952_4_c,rfDC,meeg,ar-raw.fif	S03	INTEXT01-AR	2018-02-01	09:52	4.0	531890421	21abf8822cfbcfe690713850d391fded	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S03_INTEXT01_180201_0952_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S43_INTEXT01_190517_1003_3_c,rfDC,meeg,ar-raw.fif	S43	INTEXT01-AR	2019-05-17	10:03	3.0	543251485	75575609bdd06f0d47aa2f1f68412f84	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S43_INTEXT01_190517_1003_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S02_INTEXT01_180123_1013_2_c,rfDC,meeg,ar-raw.fif	S02	INTEXT01-AR	2018-01-23	10:13	2.0	535409685	4daedd7dd7a51a0299cfde5e294b60be	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S02_INTEXT01_180123_1013_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S37_INTEXT01_190405_0957_6_c,rfDC,meeg,ar-raw.fif	S37	INTEXT01-AR	2019-04-05	09:57	6.0	530254209	6873ed383a881beecd7acd897f865841	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S37_INTEXT01_190405_0957_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S28_INTEXT01_190121_1030_2_c,rfDC,meeg,ar-raw.fif	S28	INTEXT01-AR	2019-01-21	10:30	2.0	519751653	e645df2e17819fd58959a0500e548fdc	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S28_INTEXT01_190121_1030_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S05_INTEXT01_180305_1014_2_c,rfDC,meeg,ar-raw.fif	S05	INTEXT01-AR	2018-03-05	10:14	2.0	532991665	928556501098a5bbcbdd43744b745543	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S05_INTEXT01_180305_1014_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S07_INTEXT01_180314_1005_6_c,rfDC,meeg,ar-raw.fif	S07	INTEXT01-AR	2018-03-14	10:05	6.0	540656425	56e411791d566afa67549e79f1a5c71a	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S07_INTEXT01_180314_1005_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S22_INTEXT01_181126_1037_2_c,rfDC,meeg,ar-raw.fif	S22	INTEXT01-AR	2018-11-26	10:37	2.0	531627857	1e60be1d92b2e0e3d70ca6700532e62b	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S22_INTEXT01_181126_1037_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S42_INTEXT01_190521_1416_2_c,rfDC,meeg,ar-raw.fif	S42	INTEXT01-AR	2019-05-21	14:16	2.0	531475393	123fa236bca5e1d6e74e9371dd1ed59c	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S42_INTEXT01_190521_1416_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S31_INTEXT01_190212_1334_6_c,rfDC,meeg,ar-raw.fif	S31	INTEXT01-AR	2019-02-12	13:34	6.0	531873885	d52182cc97e3d1b3765a508b08693f9d	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S31_INTEXT01_190212_1334_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S17_INTEXT01_181024_1106_1_c,rfDC,meeg,ar-raw.fif	S17	INTEXT01-AR	2018-10-24	11:06	1.0	352174051	c9313c458357f774aaa7df47ec5f8c61	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S17_INTEXT01_181024_1106_1_c,rfDC,meeg,ar-raw.fif
